,PhoneService,InternetService,OnlineSecurity,Contract,PaperlessBilling,PaymentMethod
2010,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
2011,Yes,DSL,Yes,Month-to-month,No,Electronic check
2012,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
2013,Yes,No,No internet service,One year,No,Credit card (automatic)
2014,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic)
2015,Yes,DSL,No,Month-to-month,No,Mailed check
2016,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2017,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
2018,Yes,DSL,No,Month-to-month,Yes,Mailed check
2019,Yes,Fiber optic,No,One year,No,Electronic check
2020,Yes,DSL,Yes,One year,Yes,Mailed check
2021,Yes,Fiber optic,Yes,Two year,No,Mailed check
2022,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2023,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2024,Yes,Fiber optic,No,One year,No,Electronic check
2025,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic)
2026,Yes,Fiber optic,No,One year,No,Bank transfer (automatic)
2027,Yes,No,No internet service,One year,No,Mailed check
2028,Yes,No,No internet service,Two year,No,Mailed check
2029,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic)
2030,Yes,DSL,Yes,Month-to-month,No,Bank transfer (automatic)
2031,No,DSL,No,Month-to-month,No,Mailed check
2032,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2033,Yes,No,No internet service,Month-to-month,Yes,Mailed check
2034,Yes,DSL,Yes,One year,Yes,Bank transfer (automatic)
2035,Yes,DSL,Yes,Month-to-month,Yes,Electronic check
2036,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2037,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
2038,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2039,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2040,Yes,DSL,Yes,Two year,No,Bank transfer (automatic)
2041,Yes,No,No internet service,Two year,No,Mailed check
2042,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic)
2043,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2044,Yes,No,No internet service,One year,No,Mailed check
2045,Yes,Fiber optic,No,Two year,Yes,Bank transfer (automatic)
2046,No,DSL,No,Month-to-month,No,Mailed check
2047,Yes,DSL,Yes,Month-to-month,Yes,Electronic check
2048,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
2049,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
2050,No,DSL,Yes,Two year,Yes,Bank transfer (automatic)
2051,Yes,No,No internet service,Two year,No,Mailed check
2052,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2053,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
2054,Yes,DSL,No,Month-to-month,Yes,Electronic check
2055,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic)
2056,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic)
2057,Yes,DSL,Yes,Month-to-month,Yes,Electronic check
2058,Yes,DSL,Yes,Two year,No,Bank transfer (automatic)
2059,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2060,Yes,DSL,Yes,Two year,No,Electronic check
2061,Yes,DSL,No,Month-to-month,No,Electronic check
2062,Yes,No,No internet service,Two year,Yes,Credit card (automatic)
2063,Yes,DSL,Yes,One year,Yes,Bank transfer (automatic)
2064,Yes,No,No internet service,One year,No,Bank transfer (automatic)
2065,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2066,Yes,No,No internet service,Two year,Yes,Mailed check
2067,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic)
2068,Yes,Fiber optic,Yes,Month-to-month,No,Mailed check
2069,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
2070,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic)
2071,Yes,Fiber optic,No,Two year,No,Credit card (automatic)
2072,Yes,No,No internet service,One year,No,Bank transfer (automatic)
2073,Yes,No,No internet service,Month-to-month,No,Mailed check
2074,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic)
2075,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2076,Yes,DSL,No,One year,No,Credit card (automatic)
2077,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2078,Yes,DSL,Yes,One year,Yes,Mailed check
2079,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
2080,Yes,DSL,Yes,Two year,Yes,Credit card (automatic)
2081,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
2082,Yes,No,No internet service,Month-to-month,No,Mailed check
2083,Yes,No,No internet service,Month-to-month,Yes,Mailed check
2084,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic)
2085,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2086,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2087,No,DSL,Yes,Month-to-month,Yes,Electronic check
2088,Yes,DSL,No,One year,No,Electronic check
2089,No,DSL,No,Two year,No,Credit card (automatic)
2090,No,DSL,No,Month-to-month,Yes,Credit card (automatic)
2091,Yes,No,No internet service,Two year,No,Credit card (automatic)
2092,Yes,DSL,Yes,Two year,No,Credit card (automatic)
2093,Yes,No,No internet service,Month-to-month,No,Credit card (automatic)
2094,Yes,No,No internet service,Month-to-month,No,Mailed check
2095,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2096,Yes,No,No internet service,Month-to-month,No,Electronic check
2097,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2098,Yes,Fiber optic,Yes,Month-to-month,No,Mailed check
2099,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
2100,Yes,Fiber optic,No,One year,No,Bank transfer (automatic)
2101,Yes,Fiber optic,Yes,One year,Yes,Electronic check
2102,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
2103,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2104,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
2105,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2106,Yes,DSL,Yes,One year,No,Credit card (automatic)
2107,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2108,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic)
2109,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
2110,Yes,No,No internet service,Month-to-month,No,Electronic check
2111,Yes,No,No internet service,Two year,No,Mailed check
2112,Yes,DSL,Yes,One year,No,Electronic check
2113,Yes,Fiber optic,No,One year,Yes,Credit card (automatic)
2114,Yes,DSL,Yes,Month-to-month,Yes,Mailed check
2115,Yes,Fiber optic,Yes,Two year,Yes,Electronic check
2116,Yes,DSL,No,Month-to-month,No,Electronic check
2117,No,DSL,Yes,Two year,No,Bank transfer (automatic)
2118,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2119,Yes,No,No internet service,One year,Yes,Bank transfer (automatic)
2120,Yes,No,No internet service,Two year,No,Mailed check
2121,Yes,No,No internet service,Month-to-month,No,Mailed check
2122,Yes,DSL,No,One year,Yes,Mailed check
2123,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2124,No,DSL,No,Month-to-month,Yes,Electronic check
2125,Yes,DSL,Yes,Two year,Yes,Electronic check
2126,Yes,DSL,No,Month-to-month,No,Mailed check
2127,No,DSL,Yes,One year,Yes,Electronic check
2128,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic)
2129,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2130,Yes,Fiber optic,Yes,One year,Yes,Electronic check
2131,No,DSL,Yes,Two year,No,Credit card (automatic)
2132,Yes,No,No internet service,One year,No,Mailed check
2133,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2134,Yes,No,No internet service,Month-to-month,No,Mailed check
2135,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic)
2136,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2137,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
2138,Yes,DSL,Yes,Two year,No,Bank transfer (automatic)
2139,Yes,DSL,No,Month-to-month,Yes,Electronic check
2140,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic)
2141,Yes,No,No internet service,Month-to-month,No,Electronic check
2142,Yes,DSL,Yes,One year,No,Mailed check
2143,Yes,DSL,No,Two year,No,Electronic check
2144,Yes,DSL,No,Month-to-month,Yes,Mailed check
2145,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2146,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic)
2147,Yes,No,No internet service,Month-to-month,No,Electronic check
2148,Yes,No,No internet service,Month-to-month,No,Mailed check
2149,Yes,Fiber optic,No,One year,Yes,Electronic check
2150,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2151,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
2152,Yes,DSL,No,Month-to-month,Yes,Electronic check
2153,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2154,Yes,No,No internet service,Two year,No,Mailed check
2155,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2156,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2157,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic)
2158,Yes,DSL,Yes,Two year,Yes,Electronic check
2159,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
2160,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic)
2161,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2162,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic)
2163,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2164,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic)
2165,Yes,No,No internet service,One year,No,Mailed check
2166,Yes,Fiber optic,Yes,One year,Yes,Electronic check
2167,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2168,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
2169,Yes,DSL,Yes,Two year,No,Mailed check
2170,Yes,DSL,Yes,One year,Yes,Electronic check
2171,Yes,DSL,No,Month-to-month,No,Electronic check
2172,Yes,DSL,No,Month-to-month,No,Credit card (automatic)
2173,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2174,Yes,No,No internet service,One year,No,Credit card (automatic)
2175,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2176,Yes,No,No internet service,Two year,Yes,Credit card (automatic)
2177,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic)
2178,Yes,No,No internet service,Two year,No,Credit card (automatic)
2179,Yes,No,No internet service,One year,No,Electronic check
2180,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic)
2181,Yes,DSL,No,One year,Yes,Credit card (automatic)
2182,Yes,Fiber optic,No,Two year,Yes,Electronic check
2183,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic)
2184,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2185,Yes,DSL,Yes,Month-to-month,No,Electronic check
2186,Yes,No,No internet service,Two year,No,Credit card (automatic)
2187,Yes,Fiber optic,Yes,Two year,Yes,Electronic check
2188,No,DSL,No,Month-to-month,Yes,Electronic check
2189,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
2190,Yes,DSL,No,Two year,No,Credit card (automatic)
2191,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2192,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic)
2193,Yes,No,No internet service,One year,Yes,Mailed check
2194,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2195,Yes,No,No internet service,One year,No,Mailed check
2196,Yes,No,No internet service,Month-to-month,No,Mailed check
2197,Yes,DSL,No,Month-to-month,No,Electronic check
2198,Yes,DSL,No,One year,Yes,Mailed check
2199,Yes,No,No internet service,Two year,No,Mailed check
2200,Yes,DSL,No,One year,No,Electronic check
2201,Yes,DSL,Yes,One year,No,Bank transfer (automatic)
2202,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
2203,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic)
2204,Yes,Fiber optic,Yes,One year,Yes,Electronic check
2205,Yes,Fiber optic,No,One year,Yes,Electronic check
2206,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
2207,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2208,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2209,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic)
2210,Yes,Fiber optic,No,Two year,No,Electronic check
2211,Yes,Fiber optic,Yes,One year,Yes,Mailed check
2212,Yes,No,No internet service,One year,No,Mailed check
2213,Yes,No,No internet service,Two year,No,Credit card (automatic)
2214,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2215,No,DSL,Yes,Two year,Yes,Bank transfer (automatic)
2216,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic)
2217,Yes,DSL,Yes,Two year,No,Credit card (automatic)
2218,Yes,DSL,Yes,Two year,Yes,Credit card (automatic)
2219,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2220,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic)
2221,Yes,DSL,Yes,Two year,No,Credit card (automatic)
2222,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
2223,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2224,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2225,No,DSL,No,One year,Yes,Electronic check
2226,No,DSL,Yes,Two year,No,Mailed check
2227,Yes,No,No internet service,One year,Yes,Electronic check
2228,Yes,Fiber optic,No,Two year,Yes,Bank transfer (automatic)
2229,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2230,Yes,No,No internet service,Two year,No,Mailed check
2231,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2232,Yes,No,No internet service,Two year,No,Credit card (automatic)
2233,Yes,DSL,Yes,Month-to-month,Yes,Mailed check
2234,Yes,DSL,No,Two year,No,Mailed check
2235,Yes,DSL,Yes,One year,Yes,Credit card (automatic)
2236,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
2237,No,DSL,No,One year,Yes,Credit card (automatic)
2238,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2239,No,DSL,Yes,Two year,No,Credit card (automatic)
2240,Yes,DSL,Yes,Two year,Yes,Credit card (automatic)
2241,Yes,No,No internet service,Two year,Yes,Credit card (automatic)
2242,Yes,No,No internet service,One year,No,Electronic check
2243,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2244,Yes,DSL,Yes,One year,Yes,Mailed check
2245,Yes,Fiber optic,No,Two year,No,Bank transfer (automatic)
2246,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
2247,Yes,No,No internet service,Two year,No,Credit card (automatic)
2248,Yes,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic)
2249,Yes,DSL,No,Month-to-month,No,Mailed check
2250,Yes,No,No internet service,One year,No,Credit card (automatic)
2251,Yes,DSL,No,Month-to-month,Yes,Electronic check
2252,Yes,No,No internet service,One year,No,Bank transfer (automatic)
2253,Yes,DSL,Yes,Two year,No,Bank transfer (automatic)
2254,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic)
2255,Yes,DSL,Yes,Month-to-month,No,Mailed check
2256,Yes,DSL,Yes,One year,No,Credit card (automatic)
2257,Yes,DSL,No,One year,No,Credit card (automatic)
2258,Yes,DSL,Yes,One year,No,Mailed check
2259,Yes,No,No internet service,Two year,No,Mailed check
2260,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic)
2261,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic)
2262,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2263,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic)
2264,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic)
2265,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
2266,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic)
2267,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic)
2268,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
2269,Yes,Fiber optic,No,Month-to-month,No,Mailed check
2270,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2271,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2272,Yes,DSL,No,Month-to-month,Yes,Electronic check
2273,Yes,No,No internet service,One year,No,Credit card (automatic)
2274,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
2275,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2276,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2277,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2278,Yes,DSL,Yes,Month-to-month,Yes,Electronic check
2279,Yes,No,No internet service,Two year,Yes,Credit card (automatic)
2280,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
2281,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic)
2282,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
2283,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
2284,Yes,DSL,Yes,Month-to-month,No,Mailed check
2285,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check
2286,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic)
2287,Yes,Fiber optic,No,Two year,Yes,Bank transfer (automatic)
2288,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
2289,Yes,Fiber optic,Yes,Two year,No,Mailed check
2290,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic)
2291,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2292,Yes,DSL,Yes,Two year,No,Credit card (automatic)
2293,Yes,DSL,No,Two year,No,Bank transfer (automatic)
2294,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2295,No,DSL,No,Month-to-month,Yes,Electronic check
2296,Yes,DSL,No,Month-to-month,No,Electronic check
2297,Yes,Fiber optic,No,One year,No,Electronic check
2298,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic)
2299,Yes,DSL,Yes,Two year,No,Credit card (automatic)
2300,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic)
2301,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2302,Yes,DSL,Yes,Two year,Yes,Mailed check
2303,Yes,DSL,Yes,Month-to-month,Yes,Electronic check
2304,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic)
2305,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
2306,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2307,Yes,DSL,No,One year,Yes,Mailed check
2308,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic)
2309,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic)
2310,No,DSL,Yes,Two year,Yes,Bank transfer (automatic)
2311,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
2312,Yes,No,No internet service,One year,No,Mailed check
2313,Yes,Fiber optic,No,One year,Yes,Credit card (automatic)
2314,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic)
2315,Yes,DSL,No,One year,Yes,Bank transfer (automatic)
2316,Yes,No,No internet service,Month-to-month,No,Mailed check
2317,Yes,No,No internet service,Two year,No,Mailed check
2318,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic)
2319,Yes,Fiber optic,No,Month-to-month,No,Electronic check
2320,Yes,DSL,Yes,Two year,Yes,Credit card (automatic)
2321,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
2322,Yes,No,No internet service,Two year,No,Credit card (automatic)
2323,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
2324,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
2325,Yes,No,No internet service,Month-to-month,Yes,Electronic check
2326,Yes,Fiber optic,No,One year,No,Credit card (automatic)
2327,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
2328,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic)
2329,Yes,Fiber optic,No,One year,No,Electronic check
2330,Yes,DSL,No,Month-to-month,No,Electronic check
2331,Yes,No,No internet service,One year,Yes,Mailed check
2332,Yes,DSL,Yes,One year,Yes,Credit card (automatic)
2333,Yes,DSL,Yes,Month-to-month,No,Bank transfer (automatic)
2334,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
2335,Yes,DSL,Yes,Month-to-month,Yes,Mailed check
2336,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
